,Topic_name,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords
634,634,70er/AlGreen\Old-Time-Lovin'.txt,0.0,0.4084,"love, know, time, heart, want, way, feel, let, tell, life"
635,635,70er/AlGreen\One-Nite-Stand.txt,2.0,0.695,"to, going, get, got, like, come, right, ready, well, know"
636,636,70er/AlGreen\One-Of-These-Good-Old-Days.txt,6.0,0.3879,"baby, come, want, get, let, wanna, girl, to, love, know"
637,637,70er/AlGreen\One-Woman.txt,0.0,0.4336,"love, know, time, heart, want, way, feel, let, tell, life"
638,638,70er/AlGreen\Perfect-To-Me.txt,0.0,0.5447,"love, know, time, heart, want, way, feel, let, tell, life"
639,639,70er/AlGreen\Play-To-Win.txt,6.0,0.5606,"baby, come, want, get, let, wanna, girl, to, love, know"
640,640,70er/AlGreen\Positive-Attitude.txt,1.0,0.3657,"la, hear, sing, lord, come, time, people, song, god, world"
641,641,70er/AlGreen\Precious-Lord.txt,7.0,0.4266,"lie, eye, light, cold, night, burn, die, high, soul, fire"
642,642,70er/AlGreen\Put-A-Little-Love-In-Your-Heart.txt,0.0,0.7546,"love, know, time, heart, want, way, feel, let, tell, life"
643,643,70er/AlGreen\Put-It-On-Paper.txt,2.0,0.3345,"to, going, get, got, like, come, right, ready, well, know"
644,644,70er/AlGreen\Rainin'-In-My-Heart.txt,7.0,0.4813,"lie, eye, light, cold, night, burn, die, high, soul, fire"
645,645,70er/AlGreen\Rhymes.txt,0.0,0.4474,"love, know, time, heart, want, way, feel, let, tell, life"
646,646,70er/AlGreen\Ride-Sally-Ride.txt,5.0,0.402,"get, know, say, good, tell, man, go, way, hey, time"
647,647,"70er/AlGreen\Right-Now,-Right-Now.txt",4.0,0.3033,"away, day, go, come, time, run, look, night, like, home"
648,648,70er/AlGreen\School-Days.txt,4.0,0.3613,"away, day, go, come, time, run, look, night, like, home"
649,649,70er/AlGreen\Sha-La-La-(Make-Me-Happy).txt,6.0,0.5485,"baby, come, want, get, let, wanna, girl, to, love, know"
650,650,70er/AlGreen\Silent-Night.txt,1.0,0.9818,"la, hear, sing, lord, come, time, people, song, god, world"
651,651,70er/AlGreen\Simply-Beautiful.txt,6.0,0.5659,"baby, come, want, get, let, wanna, girl, to, love, know"
652,652,70er/AlGreen\So-Good-To-Be-Here.txt,6.0,0.4743,"baby, come, want, get, let, wanna, girl, to, love, know"
653,653,70er/AlGreen\So-Real-To-Me.txt,0.0,0.8237,"love, know, time, heart, want, way, feel, let, tell, life"
654,654,70er/AlGreen\So-You're-Leaving.txt,0.0,0.5075,"love, know, time, heart, want, way, feel, let, tell, life"
655,655,70er/AlGreen\Something.txt,4.0,0.8562,"away, day, go, come, time, run, look, night, like, home"
656,656,70er/AlGreen\Soul-Survivor.txt,0.0,0.3711,"love, know, time, heart, want, way, feel, let, tell, life"
657,657,70er/AlGreen\Stand-Up.txt,0.0,0.717,"love, know, time, heart, want, way, feel, let, tell, life"
658,658,70er/AlGreen\Standing-In-The-Rain.txt,7.0,0.4197,"lie, eye, light, cold, night, burn, die, high, soul, fire"
659,659,70er/AlGreen\Stay-With-Me-(By-The-Sea).txt,1.0,0.7023,"la, hear, sing, lord, come, time, people, song, god, world"
660,660,70er/AlGreen\Stay-With-Me-Forever.txt,0.0,0.8118,"love, know, time, heart, want, way, feel, let, tell, life"
661,661,70er/AlGreen\Still-In-Love-With-You.txt,0.0,0.544,"love, know, time, heart, want, way, feel, let, tell, life"
662,662,70er/AlGreen\Stop-And-Check-Myself.txt,6.0,0.8377,"baby, come, want, get, let, wanna, girl, to, love, know"
663,663,70er/AlGreen\Straighten-Out-Your-Life.txt,3.0,0.494,"little, man, boy, like, play, old, life, mother, song, sing"
664,664,70er/AlGreen\Strong-As-Death-(Sweet-As-Love).txt,0.0,0.4747,"love, know, time, heart, want, way, feel, let, tell, life"
665,665,70er/AlGreen\Summertime.txt,5.0,0.3717,"get, know, say, good, tell, man, go, way, hey, time"
666,666,70er/AlGreen\Sure-Feels-Good.txt,0.0,0.7117,"love, know, time, heart, want, way, feel, let, tell, life"
667,667,70er/AlGreen\Sweet-Sixteen.txt,0.0,0.4309,"love, know, time, heart, want, way, feel, let, tell, life"
668,668,70er/AlGreen\Take-Me-To-The-River.txt,0.0,0.3706,"love, know, time, heart, want, way, feel, let, tell, life"
669,669,70er/AlGreen\Take-Your-Time.txt,0.0,0.6616,"love, know, time, heart, want, way, feel, let, tell, life"
670,670,70er/AlGreen\Talk-To-Me.txt,6.0,0.7305,"baby, come, want, get, let, wanna, girl, to, love, know"
671,671,70er/AlGreen\That's-The-Way-It-Is.txt,0.0,0.6184,"love, know, time, heart, want, way, feel, let, tell, life"
672,672,70er/AlGreen\The-Christmas-Song.txt,7.0,0.2861,"lie, eye, light, cold, night, burn, die, high, soul, fire"
673,673,70er/AlGreen\The-City.txt,2.0,0.4951,"to, going, get, got, like, come, right, ready, well, know"
674,674,70er/AlGreen\The-Letter.txt,4.0,0.6432,"away, day, go, come, time, run, look, night, like, home"
675,675,70er/AlGreen\The-Love-Sermon.txt,0.0,0.491,"love, know, time, heart, want, way, feel, let, tell, life"
676,676,70er/AlGreen\The-Message-Is-Love.txt,1.0,0.4214,"la, hear, sing, lord, come, time, people, song, god, world"
677,677,70er/AlGreen\The-Old-Rugged-Cross.txt,1.0,0.4998,"la, hear, sing, lord, come, time, people, song, god, world"
678,678,70er/AlGreen\There's-No-Way.txt,0.0,0.4935,"love, know, time, heart, want, way, feel, let, tell, life"
679,679,70er/AlGreen\There-Is-Love.txt,0.0,0.8892,"love, know, time, heart, want, way, feel, let, tell, life"
680,680,70er/AlGreen\Tired-Of-Being-Alone.txt,6.0,0.4003,"baby, come, want, get, let, wanna, girl, to, love, know"
681,681,70er/AlGreen\To-Sir-With-Love.txt,0.0,0.5869,"love, know, time, heart, want, way, feel, let, tell, life"
682,682,70er/AlGreen\Together-Again.txt,0.0,0.8998,"love, know, time, heart, want, way, feel, let, tell, life"
683,683,70er/AlGreen\Tomorrow's-Dream.txt,6.0,0.4851,"baby, come, want, get, let, wanna, girl, to, love, know"
684,684,70er/AlGreen\Too-Much.txt,6.0,0.4801,"baby, come, want, get, let, wanna, girl, to, love, know"
685,685,70er/AlGreen\Truth-N'-Time.txt,0.0,0.811,"love, know, time, heart, want, way, feel, let, tell, life"
686,686,70er/AlGreen\Unchained-Melody.txt,0.0,0.4364,"love, know, time, heart, want, way, feel, let, tell, life"
687,687,70er/AlGreen\Up-Above-My-Head.txt,6.0,0.4169,"baby, come, want, get, let, wanna, girl, to, love, know"
688,688,70er/AlGreen\Up-The-Ladder-To-The-Roof.txt,0.0,0.3134,"love, know, time, heart, want, way, feel, let, tell, life"
689,689,70er/AlGreen\Wait-For-Me.txt,0.0,0.9481,"love, know, time, heart, want, way, feel, let, tell, life"
690,690,70er/AlGreen\What's-It-All-About.txt,0.0,0.4731,"love, know, time, heart, want, way, feel, let, tell, life"
691,691,70er/AlGreen\What-A-Friend-We-Have-In-Jesus.txt,1.0,0.8286,"la, hear, sing, lord, come, time, people, song, god, world"
692,692,70er/AlGreen\What-A-Wonderful-Thing-Love-Is.txt,0.0,0.481,"love, know, time, heart, want, way, feel, let, tell, life"
693,693,70er/AlGreen\What-Am-I-Gonna-Do-With-Myself.txt,6.0,0.4819,"baby, come, want, get, let, wanna, girl, to, love, know"
694,694,70er/AlGreen\What-Christmas-Means-To-Me.txt,7.0,0.2326,"lie, eye, light, cold, night, burn, die, high, soul, fire"
695,695,70er/AlGreen\What-Is-This-Feeling.txt,6.0,0.5692,"baby, come, want, get, let, wanna, girl, to, love, know"
696,696,70er/AlGreen\What-More-Do-You-Want-From-Me.txt,0.0,0.6831,"love, know, time, heart, want, way, feel, let, tell, life"
697,697,70er/AlGreen\White-Christmas.txt,1.0,0.7172,"la, hear, sing, lord, come, time, people, song, god, world"
698,698,70er/AlGreen\Why.txt,0.0,0.4942,"love, know, time, heart, want, way, feel, let, tell, life"
699,699,70er/AlGreen\Winter-Wonderland.txt,1.0,0.4036,"la, hear, sing, lord, come, time, people, song, god, world"
700,700,70er/AlGreen\Yield-Not-To-Temptation.txt,0.0,0.5141,"love, know, time, heart, want, way, feel, let, tell, life"
701,701,70er/AlGreen\You've-Got-A-Friend.txt,4.0,0.3716,"away, day, go, come, time, run, look, night, like, home"
702,702,70er/AlGreen\You've-Got-The-Love-I-Need.txt,0.0,0.4865,"love, know, time, heart, want, way, feel, let, tell, life"
703,703,70er/AlGreen\You-Are-So-Beautiful.txt,0.0,0.9513,"love, know, time, heart, want, way, feel, let, tell, life"
704,704,70er/AlGreen\You-Don't-Know-Me.txt,0.0,0.3626,"love, know, time, heart, want, way, feel, let, tell, life"
705,705,70er/AlGreen\You-Know-And-I-Know.txt,0.0,0.9071,"love, know, time, heart, want, way, feel, let, tell, life"
706,706,70er/AlGreen\You-Ought-To-Be-With-Me.txt,0.0,0.6276,"love, know, time, heart, want, way, feel, let, tell, life"
707,707,70er/AlGreen\You-Say-It.txt,6.0,0.6901,"baby, come, want, get, let, wanna, girl, to, love, know"
708,708,70er/AlGreen\Your-Love-Is-Like-The-Morning-Sun.txt,4.0,0.5442,"away, day, go, come, time, run, look, night, like, home"
709,709,70er/BarryWhite\Ain't-No-Sunshine.txt,4.0,0.8892,"away, day, go, come, time, run, look, night, like, home"
710,710,70er/BarryWhite\All-Around-The-World.txt,0.0,0.5132,"love, know, time, heart, want, way, feel, let, tell, life"
711,711,70er/BarryWhite\All-In-The-Run-Of-A-Day.txt,0.0,0.3677,"love, know, time, heart, want, way, feel, let, tell, life"
712,712,70er/BarryWhite\All-Of-Me.txt,0.0,0.4372,"love, know, time, heart, want, way, feel, let, tell, life"
713,713,70er/BarryWhite\America.txt,7.0,0.5398,"lie, eye, light, cold, night, burn, die, high, soul, fire"
714,714,70er/BarryWhite\Any-Fool-Could-See-(You-Were-Meant-For-Me).txt,0.0,0.6762,"love, know, time, heart, want, way, feel, let, tell, life"
715,715,70er/BarryWhite\As-Time-Goes-By.txt,1.0,0.5284,"la, hear, sing, lord, come, time, people, song, god, world"
716,716,70er/BarryWhite\Baby's-Home.txt,6.0,0.6804,"baby, come, want, get, let, wanna, girl, to, love, know"
717,717,"70er/BarryWhite\Baby,-We-Better-Try-To-Get-It-Together.txt",0.0,0.8139,"love, know, time, heart, want, way, feel, let, tell, life"
718,718,70er/BarryWhite\Baby-Blues.txt,0.0,0.3879,"love, know, time, heart, want, way, feel, let, tell, life"
719,719,70er/BarryWhite\Beware.txt,0.0,0.5308,"love, know, time, heart, want, way, feel, let, tell, life"
720,720,70er/BarryWhite\Break-It-Down-With-You.txt,0.0,0.578,"love, know, time, heart, want, way, feel, let, tell, life"
721,721,70er/BarryWhite\Bring-Back-My-Yesterday.txt,0.0,0.8208,"love, know, time, heart, want, way, feel, let, tell, life"
722,722,"70er/BarryWhite\Call-Me,-Baby.txt",0.0,0.4256,"love, know, time, heart, want, way, feel, let, tell, life"
723,723,"70er/BarryWhite\Can't-Get-Enough-Of-Your-Love,-Babe.txt",0.0,0.5037,"love, know, time, heart, want, way, feel, let, tell, life"
724,724,70er/BarryWhite\Change.txt,0.0,0.7676,"love, know, time, heart, want, way, feel, let, tell, life"
725,725,70er/BarryWhite\Come-On.txt,6.0,0.8029,"baby, come, want, get, let, wanna, girl, to, love, know"
726,726,70er/BarryWhite\Dark-And-Lovely-(You-Over-There).txt,0.0,0.5281,"love, know, time, heart, want, way, feel, let, tell, life"
727,727,70er/BarryWhite\Didn't-We-Make-It-Happen-Baby.txt,0.0,0.7795,"love, know, time, heart, want, way, feel, let, tell, life"
728,728,70er/BarryWhite\Don't-Forget...-Remember.txt,0.0,0.4708,"love, know, time, heart, want, way, feel, let, tell, life"
729,729,70er/BarryWhite\Don't-Let-'Em-Blow-Your-Mind.txt,3.0,0.424,"little, man, boy, like, play, old, life, mother, song, sing"
730,730,70er/BarryWhite\Don't-Let-Go.txt,6.0,0.5215,"baby, come, want, get, let, wanna, girl, to, love, know"
731,731,70er/BarryWhite\Don't-Make-Me-Wait-Too-Long.txt,0.0,0.7063,"love, know, time, heart, want, way, feel, let, tell, life"
732,732,70er/BarryWhite\Don't-Play-Games.txt,2.0,0.4759,"to, going, get, got, like, come, right, ready, well, know"
733,733,70er/BarryWhite\Don't-Tell-Me-About-Heartaches.txt,0.0,0.7034,"love, know, time, heart, want, way, feel, let, tell, life"
734,734,70er/BarryWhite\Don't-You-Want-To-Know.txt,0.0,0.5348,"love, know, time, heart, want, way, feel, let, tell, life"
735,735,70er/BarryWhite\Dreams.txt,0.0,0.708,"love, know, time, heart, want, way, feel, let, tell, life"
736,736,70er/BarryWhite\Early-Years.txt,4.0,0.5435,"away, day, go, come, time, run, look, night, like, home"
737,737,70er/BarryWhite\Follow-That-And-See-(Where-It-Leads-Y'all).txt,7.0,0.2668,"lie, eye, light, cold, night, burn, die, high, soul, fire"
738,738,70er/BarryWhite\For-Real-Chill.txt,0.0,0.4201,"love, know, time, heart, want, way, feel, let, tell, life"
739,739,70er/BarryWhite\For-Your-Love-(I'll-Do-Most-Anything).txt,0.0,0.6047,"love, know, time, heart, want, way, feel, let, tell, life"
740,740,70er/BarryWhite\Free.txt,0.0,0.6513,"love, know, time, heart, want, way, feel, let, tell, life"
741,741,70er/BarryWhite\Ghetto-Letto.txt,6.0,0.5822,"baby, come, want, get, let, wanna, girl, to, love, know"
742,742,"70er/BarryWhite\Girl,-What's-Your-Name.txt",6.0,0.6984,"baby, come, want, get, let, wanna, girl, to, love, know"
743,743,"70er/BarryWhite\Girl-It's-True,-Yes-I'll-Always-Love-You.txt",0.0,0.6514,"love, know, time, heart, want, way, feel, let, tell, life"
744,744,70er/BarryWhite\Hard-To-Believe-That-I-Found-You.txt,0.0,0.5863,"love, know, time, heart, want, way, feel, let, tell, life"
745,745,"70er/BarryWhite\Honey-Please,-Can't-Ya-See.txt",0.0,0.5006,"love, know, time, heart, want, way, feel, let, tell, life"
746,746,70er/BarryWhite\Hung-Up-In-Your-Love.txt,7.0,0.4796,"lie, eye, light, cold, night, burn, die, high, soul, fire"
747,747,70er/BarryWhite\I'll-Do-For-You-Anything-You-Want-Me-To.txt,0.0,0.5613,"love, know, time, heart, want, way, feel, let, tell, life"
748,748,70er/BarryWhite\I'm-Gonna-Love-You-Just-A-Little-More-Baby.txt,0.0,0.636,"love, know, time, heart, want, way, feel, let, tell, life"
749,749,70er/BarryWhite\I'm-On-Fire.txt,0.0,0.5488,"love, know, time, heart, want, way, feel, let, tell, life"
750,750,70er/BarryWhite\I'm-Qualified-To-Satisfy-You.txt,6.0,0.5524,"baby, come, want, get, let, wanna, girl, to, love, know"
751,751,70er/BarryWhite\I'm-Ready-For-Love.txt,0.0,0.6239,"love, know, time, heart, want, way, feel, let, tell, life"
752,752,70er/BarryWhite\I'm-So-Blue-And-You-Are-Too.txt,0.0,0.7642,"love, know, time, heart, want, way, feel, let, tell, life"
753,753,70er/BarryWhite\I've-Found-Someone.txt,0.0,0.7649,"love, know, time, heart, want, way, feel, let, tell, life"
754,754,70er/BarryWhite\I've-Got-So-Much-To-Give.txt,0.0,0.6195,"love, know, time, heart, want, way, feel, let, tell, life"
755,755,70er/BarryWhite\I've-Got-That-Love-Fever.txt,2.0,0.6599,"to, going, get, got, like, come, right, ready, well, know"
756,756,70er/BarryWhite\I-Believe-In-Love.txt,0.0,0.8522,"love, know, time, heart, want, way, feel, let, tell, life"
757,757,70er/BarryWhite\I-Can't-Believe-You-Love-Me.txt,0.0,0.5342,"love, know, time, heart, want, way, feel, let, tell, life"
758,758,70er/BarryWhite\I-Can't-Leave-You-Alone.txt,0.0,0.5258,"love, know, time, heart, want, way, feel, let, tell, life"
759,759,70er/BarryWhite\I-Don't-Know-Where-Love-Has-Gone.txt,0.0,0.8144,"love, know, time, heart, want, way, feel, let, tell, life"
760,760,70er/BarryWhite\I-Found-Love.txt,0.0,0.7109,"love, know, time, heart, want, way, feel, let, tell, life"
761,761,70er/BarryWhite\I-Get-Off-On-You.txt,6.0,0.4644,"baby, come, want, get, let, wanna, girl, to, love, know"
762,762,"70er/BarryWhite\I-Like-You,-You-Like-Me.txt",0.0,0.5642,"love, know, time, heart, want, way, feel, let, tell, life"
763,763,70er/BarryWhite\I-Love-To-Sing-The-Songs-I-Sing.txt,1.0,0.5281,"la, hear, sing, lord, come, time, people, song, god, world"
764,764,70er/BarryWhite\I-Love-You-More-Than-Anything-(In-This-World-Girl).txt,0.0,0.4569,"love, know, time, heart, want, way, feel, let, tell, life"
765,765,70er/BarryWhite\I-Never-Thought-I'd-Fall-In-Love-With-You.txt,0.0,0.9757,"love, know, time, heart, want, way, feel, let, tell, life"
766,766,70er/BarryWhite\I-Only-Want-To-Be-With-You.txt,6.0,0.5273,"baby, come, want, get, let, wanna, girl, to, love, know"
767,767,70er/BarryWhite\I-Wanna-Do-It-Good-To-Ya.txt,6.0,0.9929,"baby, come, want, get, let, wanna, girl, to, love, know"
768,768,70er/BarryWhite\I-Want-You.txt,0.0,0.3656,"love, know, time, heart, want, way, feel, let, tell, life"
769,769,70er/BarryWhite\I-Won't-Settle-For-Less-Than-The-Best-(For-You-Baby).txt,0.0,0.3942,"love, know, time, heart, want, way, feel, let, tell, life"
770,770,"70er/BarryWhite\If-You-Know,-Won't-You-Tell-Me.txt",0.0,0.6034,"love, know, time, heart, want, way, feel, let, tell, life"
771,771,70er/BarryWhite\It's-All-About-Love.txt,0.0,0.5929,"love, know, time, heart, want, way, feel, let, tell, life"
772,772,70er/BarryWhite\It's-Ecstasy-When-You-Lay-Down-Next-To-Me.txt,5.0,0.5607,"get, know, say, good, tell, man, go, way, hey, time"
773,773,70er/BarryWhite\It's-Getting-Harder-All-The-Time.txt,0.0,0.8237,"love, know, time, heart, want, way, feel, let, tell, life"
774,774,70er/BarryWhite\It's-Only-Love-Doing-Its-Thing.txt,0.0,0.7992,"love, know, time, heart, want, way, feel, let, tell, life"
775,775,"70er/BarryWhite\It-Ain't-Love,-Babe-(Until-You-Give-It).txt",0.0,0.5313,"love, know, time, heart, want, way, feel, let, tell, life"
776,776,70er/BarryWhite\Just-The-Way-You-Are.txt,0.0,0.9156,"love, know, time, heart, want, way, feel, let, tell, life"
777,777,"70er/BarryWhite\Lady,-Sweet-Lady.txt",0.0,0.8199,"love, know, time, heart, want, way, feel, let, tell, life"
778,778,70er/BarryWhite\Let's-Get-Busy.txt,6.0,0.4761,"baby, come, want, get, let, wanna, girl, to, love, know"
779,779,70er/BarryWhite\Let's-Make-Tonight-(An-Evening-To-Remember).txt,6.0,0.5648,"baby, come, want, get, let, wanna, girl, to, love, know"
780,780,70er/BarryWhite\Let-Me-In-And-Let's-Begin-With-Love.txt,0.0,0.6955,"love, know, time, heart, want, way, feel, let, tell, life"
781,781,70er/BarryWhite\Let-Me-Live-My-Life-Lovin'-You-Babe.txt,0.0,0.5818,"love, know, time, heart, want, way, feel, let, tell, life"
782,782,70er/BarryWhite\Let-The-Music-Play.txt,6.0,0.4585,"baby, come, want, get, let, wanna, girl, to, love, know"
783,783,70er/BarryWhite\Life.txt,3.0,0.5776,"little, man, boy, like, play, old, life, mother, song, sing"
784,784,70er/BarryWhite\Look-At-Her.txt,4.0,0.3292,"away, day, go, come, time, run, look, night, like, home"
785,785,"70er/BarryWhite\Louie,-Louie.txt",5.0,0.6463,"get, know, say, good, tell, man, go, way, hey, time"
786,786,70er/BarryWhite\Love's-Theme.txt,0.0,0.672,"love, know, time, heart, want, way, feel, let, tell, life"
787,787,70er/BarryWhite\Love-Ain't-Easy.txt,0.0,0.6356,"love, know, time, heart, want, way, feel, let, tell, life"
788,788,70er/BarryWhite\Love-Is-In-Your-Eyes.txt,0.0,0.3644,"love, know, time, heart, want, way, feel, let, tell, life"
789,789,70er/BarryWhite\Love-Is-The-Icon.txt,0.0,0.9903,"love, know, time, heart, want, way, feel, let, tell, life"
790,790,70er/BarryWhite\Love-Makin'-Music.txt,6.0,0.6233,"baby, come, want, get, let, wanna, girl, to, love, know"
791,791,70er/BarryWhite\Love-Serenade.txt,6.0,0.495,"baby, come, want, get, let, wanna, girl, to, love, know"
792,792,70er/BarryWhite\Love-Song.txt,0.0,0.747,"love, know, time, heart, want, way, feel, let, tell, life"
793,793,70er/BarryWhite\Love-Will-Find-Us.txt,0.0,0.8647,"love, know, time, heart, want, way, feel, let, tell, life"
794,794,"70er/BarryWhite\Never,-Never-Gonna-Give-You-Up.txt",6.0,0.6078,"baby, come, want, get, let, wanna, girl, to, love, know"
795,795,70er/BarryWhite\Now-I'm-Gonna-Make-Love-To-You.txt,2.0,0.5182,"to, going, get, got, like, come, right, ready, well, know"
796,796,"70er/BarryWhite\Oh,-What-A-Night-For-Dancing.txt",2.0,0.5453,"to, going, get, got, like, come, right, ready, well, know"
797,797,"70er/BarryWhite\Oh-Love,-Well-We-Finally-Made-It.txt",0.0,0.6445,"love, know, time, heart, want, way, feel, let, tell, life"
798,798,"70er/BarryWhite\Oh-Me,-Oh-My-(I'm-Such-A-Lucky-Guy).txt",0.0,0.6892,"love, know, time, heart, want, way, feel, let, tell, life"
799,799,70er/BarryWhite\Once-Upon-A-Time-(You-Were-A-Friend-Of-Mine).txt,0.0,0.9637,"love, know, time, heart, want, way, feel, let, tell, life"
800,800,70er/BarryWhite\Oooo....-Ahhh.....txt,6.0,0.9915,"baby, come, want, get, let, wanna, girl, to, love, know"
801,801,70er/BarryWhite\Our-Theme-(Part-I).txt,0.0,0.6135,"love, know, time, heart, want, way, feel, let, tell, life"
802,802,70er/BarryWhite\Our-Theme-(Part-II).txt,0.0,0.9687,"love, know, time, heart, want, way, feel, let, tell, life"
803,803,70er/BarryWhite\Passion.txt,0.0,0.7107,"love, know, time, heart, want, way, feel, let, tell, life"
804,804,"70er/BarryWhite\Playing-Your-Game,-Baby.txt",6.0,0.3433,"baby, come, want, get, let, wanna, girl, to, love, know"
805,805,70er/BarryWhite\Practice-What-You-Preach.txt,6.0,0.5823,"baby, come, want, get, let, wanna, girl, to, love, know"
806,806,70er/BarryWhite\Put-Me-In-Your-Mix.txt,0.0,0.781,"love, know, time, heart, want, way, feel, let, tell, life"
807,807,70er/BarryWhite\Relax-To-The-Max.txt,6.0,0.803,"baby, come, want, get, let, wanna, girl, to, love, know"
808,808,70er/BarryWhite\Responsible.txt,0.0,0.4437,"love, know, time, heart, want, way, feel, let, tell, life"
809,809,70er/BarryWhite\Rio-De-Janeiro.txt,1.0,0.5081,"la, hear, sing, lord, come, time, people, song, god, world"
810,810,70er/BarryWhite\Rum-And-Coke-(Rum-And-Coca-Cola).txt,5.0,0.6824,"get, know, say, good, tell, man, go, way, hey, time"
811,811,70er/BarryWhite\September-When-I-First-Met-You.txt,0.0,0.92,"love, know, time, heart, want, way, feel, let, tell, life"
812,812,70er/BarryWhite\Sexy-Undercover.txt,6.0,0.5162,"baby, come, want, get, let, wanna, girl, to, love, know"
813,813,70er/BarryWhite\Sha-La-La-Means-I-Love-You.txt,0.0,0.4382,"love, know, time, heart, want, way, feel, let, tell, life"
814,814,70er/BarryWhite\Share.txt,0.0,0.6878,"love, know, time, heart, want, way, feel, let, tell, life"
815,815,70er/BarryWhite\She's-Everything-To-Me.txt,0.0,0.7472,"love, know, time, heart, want, way, feel, let, tell, life"
816,816,70er/BarryWhite\Sheet-Music.txt,6.0,0.6094,"baby, come, want, get, let, wanna, girl, to, love, know"
817,817,70er/BarryWhite\Sho'-You-Right.txt,0.0,0.4434,"love, know, time, heart, want, way, feel, let, tell, life"
818,818,70er/BarryWhite\Sometimes.txt,0.0,0.5979,"love, know, time, heart, want, way, feel, let, tell, life"
819,819,70er/BarryWhite\Standing-In-The-Shadows-Of-Love.txt,0.0,0.4873,"love, know, time, heart, want, way, feel, let, tell, life"
820,820,70er/BarryWhite\Staying-Power.txt,6.0,0.2651,"baby, come, want, get, let, wanna, girl, to, love, know"
821,821,70er/BarryWhite\Super-Lover.txt,6.0,0.3504,"baby, come, want, get, let, wanna, girl, to, love, know"
822,822,70er/BarryWhite\Tell-Me-Who-Do-You-Love.txt,0.0,0.8887,"love, know, time, heart, want, way, feel, let, tell, life"
823,823,70er/BarryWhite\The-Better-Love-Is-(The-Worse-It-Is-When-It's-Over).txt,0.0,0.7205,"love, know, time, heart, want, way, feel, let, tell, life"
824,824,70er/BarryWhite\The-Longer-We-Make-Love.txt,0.0,0.5219,"love, know, time, heart, want, way, feel, let, tell, life"
825,825,70er/BarryWhite\The-Right-Night.txt,0.0,0.5383,"love, know, time, heart, want, way, feel, let, tell, life"
826,826,70er/BarryWhite\The-Time-Is-Right.txt,0.0,0.9841,"love, know, time, heart, want, way, feel, let, tell, life"
827,827,70er/BarryWhite\There's-A-Place-(Where-Love-Never-Ends).txt,0.0,0.5222,"love, know, time, heart, want, way, feel, let, tell, life"
828,828,70er/BarryWhite\There-It-Is.txt,6.0,0.5919,"baby, come, want, get, let, wanna, girl, to, love, know"
829,829,70er/BarryWhite\This-Love.txt,0.0,0.6029,"love, know, time, heart, want, way, feel, let, tell, life"
830,830,"70er/BarryWhite\Turnin'-On,-Tunin'-In-(To-Your-Love).txt",6.0,0.4828,"baby, come, want, get, let, wanna, girl, to, love, know"
831,831,70er/BarryWhite\Volare.txt,3.0,0.3626,"little, man, boy, like, play, old, life, mother, song, sing"
832,832,70er/BarryWhite\We're-Gonna-Have-It-All.txt,2.0,0.3634,"to, going, get, got, like, come, right, ready, well, know"
833,833,70er/BarryWhite\We-Can't-Let-Go-Of-Love.txt,0.0,0.668,"love, know, time, heart, want, way, feel, let, tell, life"
834,834,70er/BarryWhite\What-Am-I-Gonna-Do-With-You.txt,6.0,0.9867,"baby, come, want, get, let, wanna, girl, to, love, know"
835,835,"70er/BarryWhite\Whatever-We-Had,-We-Had.txt",0.0,0.8233,"love, know, time, heart, want, way, feel, let, tell, life"
836,836,70er/BarryWhite\When-Will-I-See-You-Again.txt,0.0,0.5326,"love, know, time, heart, want, way, feel, let, tell, life"
837,837,70er/BarryWhite\Which-Way-Is-Up.txt,2.0,0.5295,"to, going, get, got, like, come, right, ready, well, know"
838,838,70er/BarryWhite\Who's-The-Fool.txt,0.0,0.5845,"love, know, time, heart, want, way, feel, let, tell, life"
839,839,70er/BarryWhite\You're-My-Baby.txt,0.0,0.7336,"love, know, time, heart, want, way, feel, let, tell, life"
840,840,70er/BarryWhite\You're-My-High.txt,0.0,0.5297,"love, know, time, heart, want, way, feel, let, tell, life"
841,841,"70er/BarryWhite\You're-So-Good,-You're-Bad.txt",5.0,0.9485,"get, know, say, good, tell, man, go, way, hey, time"
842,842,"70er/BarryWhite\You're-The-First,-The-Last,-My-Everything.txt",0.0,0.5735,"love, know, time, heart, want, way, feel, let, tell, life"
843,843,70er/BarryWhite\You're-The-One-I-Need.txt,0.0,0.5995,"love, know, time, heart, want, way, feel, let, tell, life"
844,844,70er/BarryWhite\You're-The-Only-One-For-Me.txt,0.0,0.5952,"love, know, time, heart, want, way, feel, let, tell, life"
845,845,70er/BarryWhite\You're-What's-On-My-Mind.txt,0.0,0.6063,"love, know, time, heart, want, way, feel, let, tell, life"
846,846,70er/BarryWhite\You-Make-My-Life-Easy-Livin'.txt,5.0,0.2991,"get, know, say, good, tell, man, go, way, hey, time"
847,847,70er/BarryWhite\You-See-The-Trouble-With-Me.txt,2.0,0.5505,"to, going, get, got, like, come, right, ready, well, know"
848,848,70er/BarryWhite\You.txt,0.0,0.5878,"love, know, time, heart, want, way, feel, let, tell, life"
849,849,"70er/BarryWhite\Your-Love,-Your-Love.txt",0.0,0.703,"love, know, time, heart, want, way, feel, let, tell, life"
850,850,70er/BarryWhite\Your-Sweetness-Is-My-Weakness.txt,5.0,0.547,"get, know, say, good, tell, man, go, way, hey, time"
